G,zS0,zS1,zS2,zS3,zS4,zS5,zS6,zS7,zS8,zS9,zS10,zS11
31700,1.4207,,,,,,,,,,,
31750,1.4401,,,,,,,,,,,
31800,1.53748,,,,,,,,,,,
31850,1.5573,,,,,,,,,,,
31900,1.67096,,,,,,,,,,,
31950,1.72815,,,,,,,,,,,
32000,1.68096,,,,,,,,,,,
32050,1.57507,,,,,,,,,,,
32100,1.55348,,,,,,,,,,,
32150,1.52142,,,,,,,,,,,
32200,1.4765,,,,,,,,,,,
32250,1.5163,,,,,,,,,,,
32300,1.48982,,,,,,,,,,,
32350,1.45103,,,,,,,,,,,
32400,1.46173,,,,,,,,,,,
32450,1.41638,,,,,,,,,,,
32500,1.59035,,,,,,,,,,,
32550,1.67499,,,,,,,,,,,
32600,1.65426,,,,,,,,,,,
32650,1.71506,,,,,,,,,,,
32700,1.64038,,,,,,,,,,,
32750,1.57082,,,,,,,,,,,
32800,1.58796,,,,,,,,,,,
32850,1.55931,,,,,,,,,,,
32900,1.57996,,,,,,,,,,,
32950,1.755,,,,,,,,,,,
33000,1.73563,,,,,,,,,,,
33050,1.84164,,,,,,,,,,,
33100,2.01402,,,,,,,,,,,
33150,2.06005,,,,,,,,,,,
33200,2.07931,,,,,,,,,,,
33250,2.10609,,,,,,,,,,,
33300,2.03491,,,,,,,,,,,
33350,2.00677,,,,,,,,,,,
33400,2.01416,,,,,,,,,,,
33450,2.08546,,,,,,,,,,,
33500,2.0377,,,,,,,,,,,
33550,2.00331,,,,,,,,,,,
33600,1.96363,,,,,,,,,,,
33650,2.02582,,,,,,,,,,,
33700,2.00239,,,,,,,,,,,
33750,2.10329,,,,,,,,,,,
33800,2.05655,,,,,,,,,,,
33850,2.06066,,,,,,,,,,,
33900,1.98998,,,,,,,,,,,
33950,1.93829,,,,,,,,,,,
34000,1.88964,,,,,,,,,,,
34050,1.77549,,,,,,,,,,,
34100,1.81051,,,,,,,,,,,
34150,1.85802,,,,,,,,,,,
34200,1.95376,,,,,,,,,,,
34250,1.96996,,,,,,,,,,,
34300,2.08297,,,,,,,,,,,
34350,2.19229,,,,,,,,,,,
34400,2.20793,,,,,,,,,,,
34450,2.31837,,,,,,,,,,,
34500,2.22227,,,,,,,,,,,
34550,2.25467,,,,,,,,,,,
34600,2.32152,,,,,,,,,,,
34650,2.34257,,,,,,,,,,,
34700,2.41456,,,,,,,,,,,
34750,2.56633,,,,,,,,,,,
34800,2.54644,,,,,,,,,,,
34850,2.37094,,,,,,,,,,,
34900,2.39188,,,,,,,,,,,
34950,2.30167,,,,,,,,,,,
35000,2.38242,,,,,,,,,,,
35050,2.3537,,,,,,,,,,,
35100,2.43785,,,,,,,,,,,
35150,2.36631,,,,,,,,,,,
35200,2.26722,,,,,,,,,,,
35250,2.23149,,,,,,,,,,,
35300,2.27711,,,,,,,,,,,
35350,2.26528,,,,,,,,,,,
35400,2.26402,,,,,,,,,,,
35450,2.24065,,,,,,,,,,,
