G,zS0,zS1,zS2,zS3,zS4,zS5,zS6,zS7,zS8,zS9,zS10,zS11
32650,-1.62365,,,,,,,,,,,
32700,-1.59924,,,,,,,,,,,
32750,-1.72496,,,,,,,,,,,
32800,-1.79345,,,,,,,,,,,
32850,-1.6442,,,,,,,,,,,
32900,-1.62408,,,,,,,,,,,
32950,-1.57905,,,,,,,,,,,
33000,-1.59018,,,,,,,,,,,
33050,-1.52344,,,,,,,,,,,
33100,-1.41073,,,,,,,,,,,
33150,-1.436,,,,,,,,,,,
33200,-1.45145,,,,,,,,,,,
33250,-1.50292,,,,,,,,,,,
33300,-1.43301,,,,,,,,,,,
33350,-1.37055,,,,,,,,,,,
33400,-1.53574,,,,,,,,,,,
33450,-1.56255,,,,,,,,,,,
33500,-1.55764,,,,,,,,,,,
33550,-1.48805,,,,,,,,,,,
33600,-1.42288,,,,,,,,,,,
33650,-1.39995,,,,,,,,,,,
33700,-1.41377,,,,,,,,,,,
33750,-1.33427,,,,,,,,,,,
33800,-1.19421,,,,,,,,,,,
33850,-1.16405,,,,,,,,,,,
33900,-1.10505,,,,,,,,,,,
33950,-1.15592,,,,,,,,,,,
34000,-1.10674,,,,,,,,,,,
34050,-0.910506,,,,,,,,,,,
34100,-1.03519,,,,,,,,,,,
34150,-0.94683,,,,,,,,,,,
34200,-0.9846,,,,,,,,,,,
